id,storyday,storyevent
69xbntvrfw,06/134,No longer friends with
69xbntvrfw,09/134,Left home
69xbntvrfw,09/134,Moved to Helvig 15
69xbntvrfw,13/134,Friends with
69xbntvrfw,15/134,No longer friends with
69xbntvrfw,17/134,Friends with
69xbntvrfw,08/135,No longer friends with
69xbntvrfw,09/135,Friends with
69xbntvrfw,15/139,Moved to Hofn 76
69xbntvrfw,15/139,University of Hofn
69xbntvrfw,03/140,No longer friends with
69xbntvrfw,17/140,Friends with
69xbntvrfw,20/141,No longer friends with
69xbntvrfw,27/141,Friends with
69xbntvrfw,08/143,Graduated from Hofn University
69xbntvrfw,08/143,Moved to Helvig 56
69xbntvrfw,01/144,Moving to find work
69xbntvrfw,01/144,Moved to Helvig 28
69xbntvrfw,01/145,Moving to find work
69xbntvrfw,01/145,Moved to Vardo 12
69xbntvrfw,27/145,Moving to find work
69xbntvrfw,27/145,Moved to Helvig 63
69xbntvrfw,02/147,Moving to find work
69xbntvrfw,02/147,Moved to Blonduos 75
69xbntvrfw,08/147,Hunter
69xbntvrfw,20/147,Unemployed
69xbntvrfw,25/147,Moving to find work
69xbntvrfw,25/147,Moved to Blonduos 36
69xbntvrfw,23/148,Moving to find work
69xbntvrfw,23/148,Moved to Helluland 45
69xbntvrfw,02/150,Moving to find work
69xbntvrfw,02/150,Moved to Helluland 56
69xbntvrfw,05/151,Moving to find work
69xbntvrfw,05/151,Moved to Shinobi 44
69xbntvrfw,05/151,Fisherman
69xbntvrfw,19/151,Caught V1
69xbntvrfw,05/154,No longer friends with
69xbntvrfw,16/154,Friends with
69xbntvrfw,15/156,Unemployed
69xbntvrfw,18/156,Moving to find work
69xbntvrfw,18/156,Moved to Biruwa 28
69xbntvrfw,27/156,Friends with
69xbntvrfw,22/157,Moving to find work
69xbntvrfw,22/157,Moved to Shinobi 36
69xbntvrfw,05/158,Died from heart attack
pskxhhq74h,20/114,Born in Hofn 59
pskxhhq74h,28/117,Friends with
pskxhhq74h,06/118,Friends with
pskxhhq74h,08/118,Moved to Vardo 23 with family
pskxhhq74h,09/118,Friends with
pskxhhq74h,12/118,No longer friends with
pskxhhq74h,14/118,Friends with
pskxhhq74h,17/118,Friends with
pskxhhq74h,02/119,No longer friends with
pskxhhq74h,03/119,Moved to Vardo 52 with family
pskxhhq74h,15/119,Caught V6
pskxhhq74h,15/120,Vardo Elementary School
pskxhhq74h,20/120,Friends with
pskxhhq74h,20/121,Caught V3
pskxhhq74h,03/123,No longer friends with
pskxhhq74h,06/123,Friends with
pskxhhq74h,08/123,Friends with
pskxhhq74h,08/123,No longer friends with
pskxhhq74h,14/123,Friends with
pskxhhq74h,16/123,Friends with
pskxhhq74h,14/124,No longer friends with
pskxhhq74h,15/124,Caught V2
pskxhhq74h,17/124,Friends with
pskxhhq74h,25/124,No longer friends with
pskxhhq74h,01/125,Friends with
pskxhhq74h,08/127,Graduated from Vardo Elementary School
pskxhhq74h,09/127,Dating
pskxhhq74h,15/127,Vardo High School
pskxhhq74h,25/127,No longer friends with
pskxhhq74h,23/128,Caught V5
pskxhhq74h,18/129,Friends with
pskxhhq74h,09/130,Friends with
pskxhhq74h,13/131,Friends with
pskxhhq74h,19/131,Friends with
pskxhhq74h,24/131,Single
pskxhhq74h,07/132,Dating
pskxhhq74h,02/133,Left home
pskxhhq74h,02/133,Moved to Vardo 58
pskxhhq74h,07/133,born
pskxhhq74h,08/133,Graduated from Vardo High School
pskxhhq74h,19/134,Moved to Helvig 2 with
pskxhhq74h,22/134,born
pskxhhq74h,24/134,Engaged
pskxhhq74h,18/135,Married
pskxhhq74h,19/135,Moving to find work
pskxhhq74h,19/135,Moved to Vardo 11
pskxhhq74h,25/135,Toymaker
pskxhhq74h,22/136,born
pskxhhq74h,24/136,born
pskxhhq74h,28/138,born
pskxhhq74h,05/141,born
pskxhhq74h,17/144,No longer friends with
pskxhhq74h,10/145,Friends with
pskxhhq74h,28/148,No longer friends with
pskxhhq74h,11/149,Friends with
pskxhhq74h,11/149,No longer friends with
pskxhhq74h,22/149,Friends with
pskxhhq74h,17/151,Caught V1
pskxhhq74h,13/152,No longer friends with
pskxhhq74h,15/152,Moved to Hofn 10 with
pskxhhq74h,15/152,Baker
pskxhhq74h,17/152,No longer friends with
pskxhhq74h,18/152,Friends with
pskxhhq74h,03/153,No longer friends with
pskxhhq74h,11/153,Friends with
pskxhhq74h,13/153,No longer friends with
pskxhhq74h,26/153,Friends with
pskxhhq74h,04/154,Friends with
pskxhhq74h,23/154,No longer friends with
pskxhhq74h,18/155,Friends with
pskxhhq74h,08/156,Moved to Vardo 11 with
pskxhhq74h,17/156,Baker
pskxhhq74h,06/157,Friends with
pskxhhq74h,11/165,Friends with
pskxhhq74h,02/166,Friends with
pskxhhq74h,15/167,Moved to Hofn 71
pskxhhq74h,15/167,University of Hofn
pskxhhq74h,15/167,Baker
pskxhhq74h,06/168,Friends with
pskxhhq74h,08/171,Graduated from Hofn University
pskxhhq74h,08/171,Moved to Vardo 155
pskxhhq74h,09/171,Nurse
pskxhhq74h,15/171,No longer friends with
pskxhhq74h,03/172,Friends with
pskxhhq74h,25/172,No longer friends with
pskxhhq74h,03/173,No longer friends with
pskxhhq74h,19/173,Friends with
pskxhhq74h,25/173,Friends with
pskxhhq74h,28/174,Retired
pskxhhq74h,07/177,No longer friends with
pskxhhq74h,12/177,Friends with
pskxhhq74h,13/185,Testicular cancer
pskxhhq74h,15/185,Died from testicular cancer
jyft5eznmc,20/114,Born in Hofn 61
jyft5eznmc,26/117,Friends with
jyft5eznmc,04/118,Friends with
jyft5eznmc,06/118,Friends with
jyft5eznmc,08/118,Moved to Helvig 39 with family
jyft5eznmc,08/118,Friends with
jyft5eznmc,12/118,Friends with
jyft5eznmc,24/118,No longer friends with
jyft5eznmc,03/119,Friends with
jyft5eznmc,13/119,Caught V6
jyft5eznmc,20/119,Moved to Vardo 8 with family
jyft5eznmc,15/120,Vardo Elementary School
jyft5eznmc,15/120,Friends with
jyft5eznmc,25/120,Friends with
jyft5eznmc,19/121,Caught V3
jyft5eznmc,11/123,Friends with
jyft5eznmc,14/124,Caught V2
jyft5eznmc,21/125,Friends with
jyft5eznmc,07/126,Friends with
jyft5eznmc,24/126,No longer friends with
jyft5eznmc,08/127,Graduated from Vardo Elementary School
jyft5eznmc,12/127,Dating
jyft5eznmc,14/127,Friends with
jyft5eznmc,15/127,Vardo High School
jyft5eznmc,22/128,Caught V5
jyft5eznmc,06/129,Friends with
jyft5eznmc,12/131,Single
jyft5eznmc,24/131,Dating
jyft5eznmc,01/132,Single
jyft5eznmc,01/132,No longer friends with
jyft5eznmc,08/133,Graduated from Vardo High School
jyft5eznmc,09/133,Friends with
jyft5eznmc,11/133,Dating
jyft5eznmc,15/133,Butcher
jyft5eznmc,20/133,Single
jyft5eznmc,01/134,Dating
jyft5eznmc,12/134,Left home
jyft5eznmc,12/134,Moved to Vardo 62
jyft5eznmc,18/134,Engaged
jyft5eznmc,24/134,born
jyft5eznmc,12/135,Married
jyft5eznmc,26/136,born
jyft5eznmc,05/138,born
jyft5eznmc,02/141,No longer friends with
jyft5eznmc,23/141,Friends with
jyft5eznmc,16/151,Caught V1
jyft5eznmc,09/152,No longer friends with
jyft5eznmc,15/153,Friends with
jyft5eznmc,18/153,Unemployed
jyft5eznmc,16/154,Barista
jyft5eznmc,15/156,No longer friends with
jyft5eznmc,16/156,Friends with
jyft5eznmc,09/160,No longer friends with
jyft5eznmc,19/160,Friends with
jyft5eznmc,19/165,No longer friends with
jyft5eznmc,04/167,Friends with
jyft5eznmc,09/167,Friends with
jyft5eznmc,20/167,Friends with
jyft5eznmc,02/168,No longer friends with
jyft5eznmc,06/169,Friends with
jyft5eznmc,09/169,No longer friends with
jyft5eznmc,17/170,Friends with
jyft5eznmc,27/170,No longer friends with
jyft5eznmc,04/171,Friends with
jyft5eznmc,06/172,No longer friends with
jyft5eznmc,17/172,Friends with
jyft5eznmc,15/174,Moved to Hofn 134 with
jyft5eznmc,27/174,Friends with
jyft5eznmc,08/178,Moved to Vardo 22 with
jyft5eznmc,21/185,Friends with
jyft5eznmc,13/186,Friends with
jyft5eznmc,27/190,Friends with
jyft5eznmc,14/191,No longer friends with
jyft5eznmc,15/191,Friends with
jyft5eznmc,19/191,No longer friends with
jyft5eznmc,26/191,Friends with
jyft5eznmc,01/192,Friends with
jyft5eznmc,24/193,No longer friends with
jyft5eznmc,05/194,Friends with
jyft5eznmc,22/194,No longer friends with
jyft5eznmc,06/195,Friends with
jyft5eznmc,08/195,Friends with
jyft5eznmc,24/195,Friends with
jyft5eznmc,20/196,Friends with
jyft5eznmc,21/197,Friends with
jyft5eznmc,12/199,Friends with
jyft5eznmc,03/203,Friends with
jyft5eznmc,23/204,Friends with
jyft5eznmc,07/205,Recovered from stomach cancer
jyft5eznmc,25/205,Friends with
jyft5eznmc,06/206,Friends with
jyft5eznmc,10/206,Friends with
jyft5eznmc,04/207,Recovered from stomach cancer
jyft5eznmc,16/210,Friends with
jyft5eznmc,20/213,Friends with
jyft5eznmc,28/213,Friends with
jyft5eznmc,19/215,Friends with
jyft5eznmc,04/217,Stomach cancer
jyft5eznmc,07/217,Died from stomach cancer
k3r2vrnjwh,22/114,Born in Hofn 62
k3r2vrnjwh,22/115,Moved to Hofn 20 with family
k3r2vrnjwh,24/117,Friends with
k3r2vrnjwh,27/117,Friends with
k3r2vrnjwh,02/118,Friends with
k3r2vrnjwh,08/118,Moved to Blonduos 46 with family
k3r2vrnjwh,08/118,Friends with
k3r2vrnjwh,28/118,No longer friends with
k3r2vrnjwh,03/119,Moved to Blonduos 44 with family
k3r2vrnjwh,03/119,Friends with
k3r2vrnjwh,08/119,Friends with
k3r2vrnjwh,16/119,Caught V6
k3r2vrnjwh,15/120,Blonduos Elementary School
k3r2vrnjwh,15/120,Friends with
k3r2vrnjwh,27/120,Asthma
k3r2vrnjwh,17/121,Caught V3
k3r2vrnjwh,10/122,No longer friends with
k3r2vrnjwh,13/122,Friends with
k3r2vrnjwh,17/124,Caught V2
k3r2vrnjwh,04/125,Friends with
k3r2vrnjwh,08/127,Graduated from Blonduos Elementary School
k3r2vrnjwh,15/127,Blonduos High School
k3r2vrnjwh,11/128,No longer friends with
k3r2vrnjwh,15/128,Friends with
k3r2vrnjwh,25/128,Caught V5
k3r2vrnjwh,05/129,No longer friends with
k3r2vrnjwh,08/129,Friends with
k3r2vrnjwh,08/131,Dating
k3r2vrnjwh,08/133,Graduated from Blonduos High School
k3r2vrnjwh,08/133,Waiter
k3r2vrnjwh,26/133,Left home
k3r2vrnjwh,26/133,Moved to Bjurholm 59
k3r2vrnjwh,26/133,Single
k3r2vrnjwh,28/133,Dating
k3r2vrnjwh,04/134,Wheat Farmer
k3r2vrnjwh,11/134,Moved to Helvig 60 with
k3r2vrnjwh,12/134,Single
k3r2vrnjwh,12/134,No longer friends with
k3r2vrnjwh,13/134,Friends with
k3r2vrnjwh,14/134,Dating
k3r2vrnjwh,15/134,Wheat Farmer
k3r2vrnjwh,15/134,No longer friends with
k3r2vrnjwh,16/134,born
k3r2vrnjwh,19/134,Friends with
k3r2vrnjwh,26/134,Single
k3r2vrnjwh,26/134,No longer friends with
k3r2vrnjwh,01/135,Friends with
k3r2vrnjwh,15/144,Moved to Hofn 68
k3r2vrnjwh,15/144,University of Hofn
k3r2vrnjwh,15/144,Butcher
k3r2vrnjwh,03/145,No longer friends with
k3r2vrnjwh,17/145,Friends with
k3r2vrnjwh,08/148,Graduated from Hofn University
k3r2vrnjwh,08/148,Moved to Helvig 50
k3r2vrnjwh,15/148,Butcher
k3r2vrnjwh,01/149,No longer friends with
k3r2vrnjwh,20/149,Friends with
k3r2vrnjwh,09/150,Dating
k3r2vrnjwh,16/150,Engaged
k3r2vrnjwh,26/150,born
k3r2vrnjwh,26/150,born
k3r2vrnjwh,09/151,Married
k3r2vrnjwh,09/151,Moved to Helvig 76 with
k3r2vrnjwh,18/151,Caught V1
k3r2vrnjwh,25/151,Friends with
k3r2vrnjwh,15/162,Unemployed
k3r2vrnjwh,18/162,Butcher
k3r2vrnjwh,18/167,Unemployed
k3r2vrnjwh,19/167,Butcher
k3r2vrnjwh,25/167,Unemployed
k3r2vrnjwh,01/168,Butcher
k3r2vrnjwh,12/169,No longer friends with
k3r2vrnjwh,15/169,Unemployed
k3r2vrnjwh,16/169,Wheat Farmer
k3r2vrnjwh,16/169,Friends with
k3r2vrnjwh,02/171,Unemployed
k3r2vrnjwh,03/171,Wheat Farmer
k3r2vrnjwh,20/172,No longer friends with
k3r2vrnjwh,27/172,Friends with
k3r2vrnjwh,28/174,Retired
k3r2vrnjwh,23/180,Asthma
k3r2vrnjwh,12/182,Severe asthma
k3r2vrnjwh,15/182,Died from asthma
yvjr3qfbd5,25/114,Born in Hofn 52
yvjr3qfbd5,03/118,Friends with
yvjr3qfbd5,03/118,Friends with
yvjr3qfbd5,05/118,Friends with
yvjr3qfbd5,08/118,Moved to Bjurholm 47 with family
yvjr3qfbd5,22/118,Friends with
yvjr3qfbd5,08/119,Friends with
yvjr3qfbd5,14/119,Caught V6
yvjr3qfbd5,19/119,Friends with
yvjr3qfbd5,06/120,Friends with
yvjr3qfbd5,09/120,Friends with
yvjr3qfbd5,15/120,Bjurholm Elementary School
yvjr3qfbd5,18/121,Caught V3
yvjr3qfbd5,12/124,Caught V2
yvjr3qfbd5,21/126,No longer friends with
yvjr3qfbd5,27/126,Friends with
yvjr3qfbd5,05/127,Mother died
yvjr3qfbd5,08/127,Graduated from Bjurholm Elementary School
yvjr3qfbd5,15/127,Bjurholm High School
yvjr3qfbd5,20/128,Caught V5
yvjr3qfbd5,11/129,Friends with
yvjr3qfbd5,19/130,No longer friends with
yvjr3qfbd5,20/130,Dating
yvjr3qfbd5,23/130,Single
yvjr3qfbd5,23/130,No longer friends with
yvjr3qfbd5,13/131,Dating
yvjr3qfbd5,15/131,Moved to Hofn 4 with family
yvjr3qfbd5,17/131,Friends with
yvjr3qfbd5,20/131,Friends with
yvjr3qfbd5,28/132,No longer friends with
yvjr3qfbd5,08/133,Single
yvjr3qfbd5,08/133,Graduated from Hofn High School
yvjr3qfbd5,15/133,University of Hofn
yvjr3qfbd5,21/133,Dating
yvjr3qfbd5,24/133,Friends with
yvjr3qfbd5,06/134,Single
yvjr3qfbd5,06/134,No longer friends with
yvjr3qfbd5,08/134,Diary Farmer
yvjr3qfbd5,20/134,No longer friends with
yvjr3qfbd5,20/134,Dating
yvjr3qfbd5,22/134,Left home
yvjr3qfbd5,22/134,Moved to Hofn 69
yvjr3qfbd5,25/134,Friends with
yvjr3qfbd5,03/135,Friends with
yvjr3qfbd5,14/135,born
yvjr3qfbd5,16/135,Engaged
yvjr3qfbd5,11/136,Married
yvjr3qfbd5,19/136,born
yvjr3qfbd5,08/137,Graduated from Hofn University
yvjr3qfbd5,08/137,Moved to Blonduos 50 with
yvjr3qfbd5,15/137,High School Teacher
yvjr3qfbd5,13/138,No longer friends with
yvjr3qfbd5,19/138,born
yvjr3qfbd5,04/140,Friends with
yvjr3qfbd5,16/140,Asthma
yvjr3qfbd5,02/142,No longer friends with
yvjr3qfbd5,03/142,Friends with
yvjr3qfbd5,17/148,No longer friends with
yvjr3qfbd5,19/148,Friends with
yvjr3qfbd5,17/151,Caught V1
yvjr3qfbd5,18/156,No longer friends with
yvjr3qfbd5,01/157,Friends with
yvjr3qfbd5,23/161,No longer friends with
yvjr3qfbd5,16/162,Friends with
yvjr3qfbd5,15/168,Friends with
yvjr3qfbd5,07/170,Friends with
yvjr3qfbd5,03/171,No longer friends with
yvjr3qfbd5,21/171,Friends with
yvjr3qfbd5,14/173,No longer friends with
yvjr3qfbd5,23/173,Friends with
yvjr3qfbd5,06/175,Retired
yvjr3qfbd5,21/177,Friends with
yvjr3qfbd5,24/179,No longer friends with
yvjr3qfbd5,10/180,Friends with
yvjr3qfbd5,17/180,Recovered from prostate cancer
yvjr3qfbd5,22/182,No longer friends with
yvjr3qfbd5,07/183,No longer friends with
yvjr3qfbd5,24/183,Friends with
yvjr3qfbd5,28/183,Friends with
yvjr3qfbd5,02/189,Friends with
yvjr3qfbd5,13/195,No longer friends with
yvjr3qfbd5,13/196,Friends with
yvjr3qfbd5,21/197,Friends with
yvjr3qfbd5,05/198,Friends with
yvjr3qfbd5,19/199,Friends with
yvjr3qfbd5,17/200,Friends with
yvjr3qfbd5,20/201,Friends with
yvjr3qfbd5,17/203,Kidney cancer
yvjr3qfbd5,04/204,Died from kidney cancer
hjglnrxlav,28/114,Born in Hofn 40
hjglnrxlav,01/118,Friends with
hjglnrxlav,25/118,Friends with
hjglnrxlav,02/119,Friends with
hjglnrxlav,17/119,Caught V6
hjglnrxlav,15/120,Hofn Elementary School
hjglnrxlav,21/120,Friends with
hjglnrxlav,01/121,Friends with
hjglnrxlav,20/121,Caught V3
hjglnrxlav,03/122,Friends with
hjglnrxlav,11/123,Friends with
hjglnrxlav,20/123,Friends with
hjglnrxlav,28/123,Friends with
hjglnrxlav,02/124,Friends with
hjglnrxlav,12/124,Caught V2
hjglnrxlav,08/127,Graduated from Hofn Elementary School
hjglnrxlav,15/127,Hofn High School
hjglnrxlav,22/128,Caught V5
hjglnrxlav,01/129,Friends with
hjglnrxlav,08/129,Dating
hjglnrxlav,17/131,No longer friends with
hjglnrxlav,08/133,Graduated from Hofn High School
hjglnrxlav,09/133,Friends with
hjglnrxlav,14/133,Pregnant
hjglnrxlav,15/133,Butcher
hjglnrxlav,03/134,No longer friends with
hjglnrxlav,06/134,born
hjglnrxlav,08/134,Unemployed
hjglnrxlav,18/134,Engaged
hjglnrxlav,19/134,Left home
hjglnrxlav,19/134,Moved to Vardo 15
hjglnrxlav,23/134,Friends with
hjglnrxlav,01/135,Moving to find work
hjglnrxlav,01/135,Moved to Bjurholm 21
hjglnrxlav,01/135,Butcher
hjglnrxlav,13/135,Married
hjglnrxlav,15/135,Moved to Hofn 86 with
hjglnrxlav,17/135,Pregnant
hjglnrxlav,26/135,Miscarriage
hjglnrxlav,28/136,Pregnant
hjglnrxlav,06/137,Miscarriage
hjglnrxlav,08/137,Butcher
hjglnrxlav,08/138,Unemployed
hjglnrxlav,11/138,Pregnant
hjglnrxlav,04/139,born
hjglnrxlav,08/139,Moved to Bjurholm 16 with
hjglnrxlav,15/139,Waiter
hjglnrxlav,18/139,Pregnant
hjglnrxlav,11/140,born
hjglnrxlav,23/140,Pregnant
hjglnrxlav,04/141,Miscarriage
hjglnrxlav,26/141,Pregnant
hjglnrxlav,18/142,born
hjglnrxlav,08/143,No longer friends with
hjglnrxlav,24/144,No longer friends with
hjglnrxlav,15/145,Friends with
hjglnrxlav,18/145,No longer friends with
hjglnrxlav,23/145,Friends with
hjglnrxlav,22/146,Friends with
hjglnrxlav,24/146,Friends with
hjglnrxlav,13/148,No longer friends with
hjglnrxlav,17/148,Friends with
hjglnrxlav,16/149,No longer friends with
hjglnrxlav,23/149,Friends with
hjglnrxlav,15/151,Moved to Hofn 23
hjglnrxlav,15/151,University of Hofn
hjglnrxlav,15/151,Waiter
hjglnrxlav,16/151,Caught V1
hjglnrxlav,21/151,No longer friends with
hjglnrxlav,12/152,Friends with
hjglnrxlav,27/152,Friends with
hjglnrxlav,08/155,Graduated from Hofn University
hjglnrxlav,08/155,Moved to Bjurholm 56
hjglnrxlav,08/155,Librarian
hjglnrxlav,11/156,Unemployed
hjglnrxlav,13/156,Moved to Helluland 71 with
hjglnrxlav,19/156,Librarian
hjglnrxlav,07/158,Recovered from lung cancer
hjglnrxlav,17/160,No longer friends with
hjglnrxlav,28/160,Friends with
hjglnrxlav,10/162,Friends with
hjglnrxlav,02/165,Widowed
hjglnrxlav,27/165,Friends with
hjglnrxlav,05/166,Friends with
hjglnrxlav,07/166,No longer friends with
hjglnrxlav,12/166,Friends with
hjglnrxlav,15/166,No longer friends with
hjglnrxlav,19/166,Friends with
hjglnrxlav,26/166,Dating
hjglnrxlav,28/166,Engaged
hjglnrxlav,26/167,Married
hjglnrxlav,26/167,Moved to Helluland 75 with
hjglnrxlav,21/168,Friends with
hjglnrxlav,01/172,Friends with
hjglnrxlav,18/173,Friends with
hjglnrxlav,28/173,Friends with
hjglnrxlav,06/175,Retired
hjglnrxlav,25/177,No longer friends with
hjglnrxlav,26/177,Friends with
hjglnrxlav,20/178,Moved to Blonduos 118 with
hjglnrxlav,06/182,Ovarian cancer
hjglnrxlav,09/183,Recovered from ovarian cancer
hjglnrxlav,15/185,No longer friends with
hjglnrxlav,26/185,Friends with
hjglnrxlav,09/188,Breast cancer
hjglnrxlav,20/188,Breast cancer
hjglnrxlav,20/188,Friends with
hjglnrxlav,21/188,Died from breast cancer
smfe8ynqkh,05/115,Born in Hofn 5
smfe8ynqkh,08/116,Moved to Helluland 22 with family
smfe8ynqkh,19/118,Friends with
smfe8ynqkh,23/118,Friends with
smfe8ynqkh,08/119,Friends with
smfe8ynqkh,12/119,No longer friends with
smfe8ynqkh,15/119,Friends with
smfe8ynqkh,15/120,Helluland Elementary School
smfe8ynqkh,10/121,Friends with
smfe8ynqkh,12/121,Friends with
smfe8ynqkh,18/121,Friends with
smfe8ynqkh,20/121,Caught V3
smfe8ynqkh,14/122,Friends with
smfe8ynqkh,22/122,No longer friends with
smfe8ynqkh,28/122,Friends with
smfe8ynqkh,05/123,Friends with
smfe8ynqkh,07/123,Friends with
smfe8ynqkh,21/124,Caught V2
smfe8ynqkh,08/127,Graduated from Helluland Elementary School
smfe8ynqkh,15/127,Helluland High School
smfe8ynqkh,16/127,Friends with
smfe8ynqkh,21/128,Caught V5
smfe8ynqkh,23/128,No longer friends with
smfe8ynqkh,18/129,Friends with
smfe8ynqkh,24/129,Dating
smfe8ynqkh,07/131,No longer friends with
smfe8ynqkh,09/132,Friends with
smfe8ynqkh,01/133,Pregnant
smfe8ynqkh,08/133,Graduated from Helluland High School
smfe8ynqkh,16/133,Miscarriage
smfe8ynqkh,27/133,Single
smfe8ynqkh,27/133,Dating
smfe8ynqkh,04/134,Single
smfe8ynqkh,04/134,No longer friends with
smfe8ynqkh,08/134,Pig Farmer
smfe8ynqkh,09/134,Friends with
smfe8ynqkh,16/134,Dating
smfe8ynqkh,16/134,Pregnant
smfe8ynqkh,22/134,Engaged
smfe8ynqkh,10/135,born
smfe8ynqkh,15/135,Moved to Hofn 89
smfe8ynqkh,15/135,University of Hofn
smfe8ynqkh,15/135,Married
smfe8ynqkh,15/135,No longer friends with
smfe8ynqkh,16/135,Left home
smfe8ynqkh,16/135,Moved to Hofn 96
smfe8ynqkh,26/135,Pig Farmer
smfe8ynqkh,19/136,Friends with
smfe8ynqkh,07/137,Pregnant
smfe8ynqkh,27/137,born
smfe8ynqkh,02/139,Pregnant
smfe8ynqkh,08/139,Graduated from Hofn University
smfe8ynqkh,08/139,Moved to Helluland 51
smfe8ynqkh,23/139,Moving to find work
smfe8ynqkh,23/139,Moved to Blonduos 45
smfe8ynqkh,23/139,born
smfe8ynqkh,23/139,born
smfe8ynqkh,12/140,Pregnant
smfe8ynqkh,14/140,No longer friends with
smfe8ynqkh,15/140,Pig Farmer
smfe8ynqkh,15/140,Friends with
smfe8ynqkh,05/141,born
smfe8ynqkh,20/141,No longer friends with
smfe8ynqkh,21/141,No longer friends with
smfe8ynqkh,03/142,Friends with
smfe8ynqkh,11/142,Friends with
smfe8ynqkh,18/147,No longer friends with
smfe8ynqkh,20/147,Friends with
smfe8ynqkh,10/151,No longer friends with
smfe8ynqkh,16/151,Caught V1
smfe8ynqkh,12/152,Friends with
smfe8ynqkh,22/152,No longer friends with
smfe8ynqkh,05/153,Friends with
smfe8ynqkh,15/156,No longer friends with
smfe8ynqkh,17/157,Friends with
smfe8ynqkh,05/161,No longer friends with
smfe8ynqkh,08/161,Friends with
smfe8ynqkh,15/165,No longer friends with
smfe8ynqkh,16/165,Friends with
smfe8ynqkh,03/171,Caught V6
smfe8ynqkh,27/174,No longer friends with
smfe8ynqkh,28/174,Friends with
smfe8ynqkh,12/175,Retired
smfe8ynqkh,16/177,No longer friends with
smfe8ynqkh,05/178,Friends with
smfe8ynqkh,20/178,Friends with
smfe8ynqkh,27/179,Friends with
smfe8ynqkh,01/182,Friends with
smfe8ynqkh,16/186,No longer friends with
smfe8ynqkh,17/186,Friends with
smfe8ynqkh,22/187,No longer friends with
smfe8ynqkh,04/188,Friends with
smfe8ynqkh,16/188,No longer friends with
smfe8ynqkh,19/188,Friends with
smfe8ynqkh,06/198,No longer friends with
smfe8ynqkh,08/198,Friends with
smfe8ynqkh,20/199,No longer friends with
smfe8ynqkh,02/200,Friends with
smfe8ynqkh,02/200,Friends with
smfe8ynqkh,07/204,Friends with
smfe8ynqkh,16/205,Friends with
smfe8ynqkh,12/207,Friends with
smfe8ynqkh,11/208,Friends with
smfe8ynqkh,23/208,Friends with
smfe8ynqkh,01/209,No longer friends with
smfe8ynqkh,12/209,Friends with
smfe8ynqkh,09/210,Friends with
smfe8ynqkh,04/211,Friends with
smfe8ynqkh,16/212,Friends with
smfe8ynqkh,26/212,Widowed
smfe8ynqkh,20/213,Friends with
smfe8ynqkh,15/214,Friends with
smfe8ynqkh,15/214,Dating
smfe8ynqkh,26/214,Engaged
smfe8ynqkh,23/215,Married
smfe8ynqkh,23/215,Moved to Blonduos 11 with
smfe8ynqkh,04/216,Recovered from breast cancer
smfe8ynqkh,13/217,Stomach cancer
smfe8ynqkh,14/217,Friends with
smfe8ynqkh,19/217,Friends with
smfe8ynqkh,01/218,Died from stomach cancer
7g95fwfh25,06/115,Born in Hofn 51
7g95fwfh25,08/117,Moved to Blonduos 38 with family
7g95fwfh25,01/118,Moved to Blonduos 28 with family
7g95fwfh25,08/118,Friends with
7g95fwfh25,26/118,Friends with
7g95fwfh25,28/118,No longer friends with
7g95fwfh25,17/119,Friends with
7g95fwfh25,17/119,Caught V6
7g95fwfh25,15/120,Blonduos Elementary School
7g95fwfh25,18/120,No longer friends with
7g95fwfh25,20/120,No longer friends with
7g95fwfh25,22/120,Moved to Blonduos 49 with family
7g95fwfh25,25/120,Friends with
7g95fwfh25,14/121,No longer friends with
7g95fwfh25,01/122,Friends with
7g95fwfh25,14/122,Moved to Helluland 41 with family
7g95fwfh25,14/122,Friends with
7g95fwfh25,16/122,Friends with
7g95fwfh25,26/122,Friends with
7g95fwfh25,01/123,Friends with
7g95fwfh25,05/123,Friends with
7g95fwfh25,05/123,Friends with
7g95fwfh25,09/124,Friends with
7g95fwfh25,15/124,Friends with
7g95fwfh25,20/124,Caught V2
7g95fwfh25,08/127,Graduated from Helluland Elementary School
7g95fwfh25,15/127,Helluland High School
7g95fwfh25,25/128,Caught V5
7g95fwfh25,05/129,No longer friends with
7g95fwfh25,09/129,Friends with
7g95fwfh25,17/129,Dating
7g95fwfh25,17/129,Single
7g95fwfh25,17/129,No longer friends with
7g95fwfh25,21/129,Friends with
7g95fwfh25,23/129,Dating
7g95fwfh25,15/132,Pregnant
7g95fwfh25,03/133,Undertaker
7g95fwfh25,08/133,Graduated from Helluland High School
7g95fwfh25,08/133,born
7g95fwfh25,05/134,No longer friends with
7g95fwfh25,21/134,Left home
7g95fwfh25,21/134,Moved to Blonduos 40
7g95fwfh25,26/134,Moved to Blonduos 56 with
7g95fwfh25,26/134,Friends with
7g95fwfh25,27/134,Florist
7g95fwfh25,27/134,Pregnant
7g95fwfh25,01/135,Engaged
7g95fwfh25,20/135,born
7g95fwfh25,27/135,Married
7g95fwfh25,03/136,No longer friends with
7g95fwfh25,05/136,Unemployed
7g95fwfh25,06/136,Florist
7g95fwfh25,16/136,Friends with
7g95fwfh25,15/137,Moved to Hofn 82
7g95fwfh25,15/137,University of Hofn
7g95fwfh25,26/137,Pregnant
7g95fwfh25,05/138,No longer friends with
